Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category
Mujahid Colony,24.9005091,67.103604,4f8b24cee4b057e2820c6641,Pizza Hut,24.907763292734845,67.11251392897775,Pizza Place
Mujahid Colony,24.9005091,67.103604,4c14fba1f1e0b713caea34bc,Sindbad Amusement Park,24.91511453661985,67.09823027302068,Theme Park
Mujahid Colony,24.9005091,67.103604,4ee4b32de30005f8b8145792,Papa John's,24.90825143814607,67.1092149948544,Pizza Place
Mujahid Colony,24.9005091,67.103604,4e2bd05362e144b5d3b0d031,United King,24.912100574068457,67.11090227885106,Bakery
Mujahid Colony,24.9005091,67.103604,4d7ca12c645ea35dbf5f49f8,Easterns Supermarket & Medico,24.907913750893094,67.11042518442963,Supermarket
Mujahid Colony,24.9005091,67.103604,57d52986498ef9624427cf90,Dynamic Motors,24.910255,67.105835,Auto Workshop
Mujahid Colony,24.9005091,67.103604,56019038498ed9953793f033,Obese Burger,24.903307838896453,67.11457940543953,Burger Joint
Mujahid Colony,24.9005091,67.103604,57763d72498e9c00b13ddd75,Chase Value Centre,24.9119,67.1047,Department Store
Mujahid Colony,24.9005091,67.103604,50964891e4b0038a60b201ff,Interwood Mobel Showroom,24.895005682373508,67.09177215849425,Furniture / Home Store
Mujahid Colony,24.9005091,67.103604,4eb704701081376a2c5b41af,Aziz Bhatti Park,24.914073968596277,67.09487915039062,Park
Mujahid Colony,24.9005091,67.103604,4e5a275ed164da2b276c2cde,Gulshan Sunday Bazaar,24.91060179681215,67.11795241022203,Flea Market
Mujahid Colony,24.9005091,67.103604,566aefb5498efb2d81f7890c,McDonald's,24.902450839379732,67.12229152961646,Burger Joint
Quaidabad,24.8577656,67.214141,4ca21645e44d6dcb4dde0375,Anwar Baloch,24.869620169095626,67.20049934908631,BBQ Joint
Quaidabad,24.8577656,67.214141,504a1db7e4b0f60ad6b341ea,Fazal Fitness Zone,24.858399943764297,67.21511266786872,Gym
Quaidabad,24.8577656,67.214141,4fa43257121df8dabb109f8c,Karachi Bakers,24.855677660692795,67.21152305603027,Bakery
Quaidabad,24.8577656,67.214141,4fa42f17121df8dabb10389a,Quaidabad,24.85521037894568,67.21171617507935,Bus Station
Quaidabad,24.8577656,67.214141,4fa42fc1121df8dabb104d8c,Landhi Station (Train),24.851608356228184,67.21208095550537,Platform
Razzaqabad,24.8669113,67.2945157,50f12af6e4b033e18c2dd72c,Kalri Lake,24.85953726839883,67.30580991357282,Lake
Rehri Goth,24.8158871,67.2281223,516de239e4b0f76dd622bc03,Pacific Princess,24.826936025946303,67.24297969337928,Boat or Ferry
Sherpao Colony,24.8356622,67.2094289,4fa43aa8121df8dabb116f07,Alam Shop,24.83538821959785,67.21285343170166,Food & Drink Shop
Sherpao Colony,24.8356622,67.2094289,5092a8b3e4b013eba6c3d5e6,Young Shaheen Football Stadium,24.826596099732356,67.22110613505664,Playground
Sherpao Colony,24.8356622,67.2094289,4fa42fc1121df8dabb104d8c,Landhi Station (Train),24.851608356228184,67.21208095550537,Platform
Steel Town,24.86938695,67.33655936165296,4e6205efa80951b3184f3f09,Phase 2 Gulshan-e-Hadeed,24.875790513603466,67.3434330504067,Outdoors & Recreation
Steel Town,24.86938695,67.33655936165296,56c0a546cd10403d3ed64091,YUAN iceCream & Coffee,24.868594,67.352269,Coffee Shop
Steel Town,24.86938695,67.33655936165296,4e611d412271573ad707e876,Quaid Azam Park,24.884764961597924,67.3434330504067,Park
Sindh Baloch Cooperative Housing Society,24.914601100000002,67.1412421,4db9c9f61e7251d53c6d6624,Miss Hen,24.910802354287263,67.13039936821295,Pizza Place
Sindh Baloch Cooperative Housing Society,24.914601100000002,67.1412421,5395cbee498ea90b2e64ddd0,Hot n Roll,24.910368369337736,67.12326609550193,Fast Food Restaurant
Sindh Baloch Cooperative Housing Society,24.914601100000002,67.1412421,4e1c13da31517dcd2aef17b5,Bovichic,24.91085095269936,67.13040210626222,Burger Joint
Sindh Baloch Cooperative Housing Society,24.914601100000002,67.1412421,4e023dfe1f6ef39c2945bcea,Student Biryani,24.910874036062093,67.13042932195843,Pakistani Restaurant
Sindh Baloch Cooperative Housing Society,24.914601100000002,67.1412421,4b81362ff964a5209b9a30e3,Subway,24.921099002831113,67.14260053728174,Sandwich Place
Sindh Baloch Cooperative Housing Society,24.914601100000002,67.1412421,4e8496e18231ad1f14dfd119,Khalid Sweets,24.910835892234726,67.13040382482494,Dessert Shop
Sindh Baloch Cooperative Housing Society,24.914601100000002,67.1412421,4f00576f8231bcb7044a7fc6,Rado Bakery,24.920629253192544,67.1305607392325,Bakery
Essa Nagri,24.90253,67.0663842,51fabf44498ed78f21581a7b,Do Darya Beach,24.899079365848795,67.0589063368427,Beach
Essa Nagri,24.90253,67.0663842,4daee3e88154d1d4886f89ef,Aga Khan Sports & Rehabilitation Center,24.89215723104146,67.07941920269563,Gym / Fitness Center
Essa Nagri,24.90253,67.0663842,4bdc0c86fed22d7f4a9457c9,Karachi Arts Council Auditorium,24.895418569617664,67.0624494319008,Theater
Essa Nagri,24.90253,67.0663842,4c7cefd809b29c7450bee53c,Dunkin',24.90475584858853,67.0789003970266,Donut Shop
Essa Nagri,24.90253,67.0663842,4b93bc0bf964a520124f34e3,Shazz Supermarket,24.897259778706673,67.07908607843584,Supermarket
Essa Nagri,24.90253,67.0663842,52839bea11d212d06d224fa4,Burger Inc,24.8972246568842,67.07891048551072,Burger Joint
Essa Nagri,24.90253,67.0663842,505afe4be4b07c8ee3c89eb9,Miandad Sports,24.91521942605072,67.05842927098132,Sporting Goods Shop
Essa Nagri,24.90253,67.0663842,5088062de4b08d1805c18e99,Sea View Beach,24.912421046612742,67.06417153267566,Beach
Essa Nagri,24.90253,67.0663842,4baf7373f964a520d4003ce3,Time Medico,24.891612880847358,67.08141005524455,Pharmacy
Essa Nagri,24.90253,67.0663842,4ba8c911f964a520acee39e3,McDonald's,24.891542545593598,67.08101238359436,Fast Food Restaurant
Essa Nagri,24.90253,67.0663842,4c0eec0315c2ef3bd4541b08,Usmania Restaurant,24.90438583762205,67.0774884772936,Pakistani Restaurant
Essa Nagri,24.90253,67.0663842,4d1dfddc756e8cfa20ca5454,Pizza Hut,24.904295573529932,67.07770410709084,Pizza Place
Essa Nagri,24.90253,67.0663842,56db0799cd10848ede1c2bc9,Burger lab,24.903931,67.077332,Burger Joint
Essa Nagri,24.90253,67.0663842,4e5f0b0c62e1624313df43db,Aga Khan Hospital Cafeteria,24.891906865608465,67.07397477362869,Cafeteria
Essa Nagri,24.90253,67.0663842,510433dde4b05ec858938e6f,Golden Apple,24.906411901116876,67.081578907428,Fast Food Restaurant
Essa Nagri,24.90253,67.0663842,4e5bdf9eb61c4aaa3e1c6da2,Aga Khan Tennis Courts,24.89126797935703,67.0733755218622,Tennis Court
Essa Nagri,24.90253,67.0663842,4e5fec2b1f6ef7d0799bb136,Unclee Saleeeem Ka Golaaaa,24.889061713508667,67.07779137717759,Asian Restaurant
Essa Nagri,24.90253,67.0663842,4f123de3e4b06c588b743b87,"United Sweets, Bakers & Nimko",24.916882671589022,67.05471165715451,Bakery
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4e6cd366e4cd4bedebc8553d,Habitt,24.91932722881424,67.09543175087788,Furniture / Home Store
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,59284fb8a0215b3917e3fe7d,Luckyone Mall,24.932513108246717,67.08696106874801,Shopping Mall
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,50f1b94be4b09fca7bc907e8,14th Street Pizza,24.910596412754273,67.0966070127272,Pizza Place
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,5303c33e498e931c745719d4,Bismillah Roll & BBQ,24.922209736110442,67.08487191953486,BBQ Joint
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4ce38a88d12da09010a0f663,Dhaka Sweets,24.92347548139512,67.09245869453093,Dessert Shop
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4e8495c861af43c992e3615b,Bumzee's,24.930694621660766,67.0992118666039,Fried Chicken Joint
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,50a51ea0e4b09550e3a22a86,Ice n Spice,24.922786066153996,67.09148768408654,Fast Food Restaurant
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4de501c9c65b7a3e2156e3ab,Pie in the Sky,24.912653319586827,67.0838713645935,Bakery
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4dbbb9b04b222080d37fba32,Javed Nehari,24.928200060390814,67.07496383085403,Indian Restaurant
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4e3edd65e4cdab9b93563c69,Chase Up,24.917044561711265,67.0963035716913,Department Store
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4dfc63ee62846d918b94163f,Agha Juice Center,24.922696845550703,67.09146961736126,Juice Bar
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,5044e6a1e4b0235a82d9d8d9,Continental Sweets & Bakers,24.92061606334119,67.08663473914523,Bakery
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4ed06a07b8f7971d6aad44f0,UBL Sports Complex,24.931809511690954,67.0848777375885,Cricket Ground
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,574de811498e741ece2ace97,Imtiaz Super Market,24.92801634748071,67.08825327310217,Convenience Store
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4c23b7e5c9bbef3b5f15afac,Disco Bakery,24.929164921446056,67.09714829921722,Bakery
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,519f6c1f498ee0b9458a0c59,Encarnation Café,24.926118615990095,67.1001618984998,Café
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,5261552111d26297d687fea9,Baloch Ice Cream,24.922897537144557,67.09316639552158,Dessert Shop
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,512decb3e4b00fb1d9e57750,KDA Market,24.92625465741176,67.09287759814033,Market
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,50389c6ce4b0fd06297be361,Dacca Sweets and Bakers,24.923025627043764,67.0931625366211,Dessert Shop
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4ddd4db1887775ea9c550ca3,KFC,24.931731495513663,67.10090977421952,Fast Food Restaurant
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4c14fba1f1e0b713caea34bc,Sindbad Amusement Park,24.91511453661985,67.09823027302068,Theme Park
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,513cbaaee4b0809a2a9f1a8f,Pizza Hut,24.930209052491247,67.09911089456605,Pizza Place
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4e5a71bcc65bcd7cbe419c42,Bovi Chick,24.93474661317162,67.10143025729805,Burger Joint
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4c192c6e23a29c742cf21853,Pavilion End Club,24.913490142216503,67.10760354995728,Other Nightlife
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4fe42beee4b0337338504159,najla's Beauty Clinic & Institute,24.928298431429777,67.0943903072897,Yoga Studio
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4e3e911ca809ba757c18ad4f,Student Biryani,24.92886470077894,67.09592047343564,Pakistani Restaurant
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,554a4914498e3065f507fb56,Sizzlers grill and cafe,24.930940201024054,67.09947490887966,Italian Restaurant
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,4c406a50a48d9c74e5440c40,Metro Cash & Carry,24.92170541710499,67.10540608614326,Department Store
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,59ce8a4f42d8c201a6c75188,"Optp, Luckyone Mall",24.93234,67.08724,Fast Food Restaurant
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,5a4676ad25ecca3a34f0d25c,Gloria Jean’s Coffees,24.932376,67.087275,Coffee Shop
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,594040759ad60e7870d9ed46,Hyperstar,24.93232,67.086681,Supermarket
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,593bd70c9ad60e0c073e149e,Onederland,24.932372,67.086712,Arcade
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,522357cd11d2a648b3be7071,Pizza hut (Dolmen City Mall Food Court),24.912169347324582,67.0853373639498,Pizza Place
Gulshan-e-Iqbal I,24.92296745,67.0919663039582,58f79604646e386ca791bfcf,Bon Bistro,24.934187,67.10469,Bistro
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4de501c9c65b7a3e2156e3ab,Pie in the Sky,24.912653319586827,67.0838713645935,Bakery
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,50f1b94be4b09fca7bc907e8,14th Street Pizza,24.910596412754273,67.0966070127272,Pizza Place
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4daee3e88154d1d4886f89ef,Aga Khan Sports & Rehabilitation Center,24.89215723104146,67.07941920269563,Gym / Fitness Center
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4c7cefd809b29c7450bee53c,Dunkin',24.90475584858853,67.0789003970266,Donut Shop
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,5303c33e498e931c745719d4,Bismillah Roll & BBQ,24.922209736110442,67.08487191953486,BBQ Joint
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4e6cd366e4cd4bedebc8553d,Habitt,24.91932722881424,67.09543175087788,Furniture / Home Store
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4bc9cb6e0687ef3be175dacc,National Cricket Stadium,24.896285283358576,67.09209227783008,Cricket Ground
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4b93bc0bf964a520124f34e3,Shazz Supermarket,24.897259778706673,67.07908607843584,Supermarket
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,52839bea11d212d06d224fa4,Burger Inc,24.8972246568842,67.07891048551072,Burger Joint
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4e3edd65e4cdab9b93563c69,Chase Up,24.917044561711265,67.0963035716913,Department Store
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4baf7373f964a520d4003ce3,Time Medico,24.891612880847358,67.08141005524455,Pharmacy
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4c0eec0315c2ef3bd4541b08,Usmania Restaurant,24.90438583762205,67.0774884772936,Pakistani Restaurant
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4ba8c911f964a520acee39e3,McDonald's,24.891542545593598,67.08101238359436,Fast Food Restaurant
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,5044e6a1e4b0235a82d9d8d9,Continental Sweets & Bakers,24.92061606334119,67.08663473914523,Bakery
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,510433dde4b05ec858938e6f,Golden Apple,24.906411901116876,67.081578907428,Fast Food Restaurant
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4d1dfddc756e8cfa20ca5454,Pizza Hut,24.904295573529932,67.07770410709084,Pizza Place
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,56db0799cd10848ede1c2bc9,Burger lab,24.903931,67.077332,Burger Joint
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,5088062de4b08d1805c18e99,Sea View Beach,24.912421046612742,67.06417153267566,Beach
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,522357cd11d2a648b3be7071,Pizza hut (Dolmen City Mall Food Court),24.912169347324582,67.0853373639498,Pizza Place
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4c14fba1f1e0b713caea34bc,Sindbad Amusement Park,24.91511453661985,67.09823027302068,Theme Park
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4e5f0b0c62e1624313df43db,Aga Khan Hospital Cafeteria,24.891906865608465,67.07397477362869,Cafeteria
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,4eb704701081376a2c5b41af,Aziz Bhatti Park,24.914073968596277,67.09487915039062,Park
Gulshan-e-Iqbal II,24.906646399999996,67.08199470000001,50964891e4b0038a60b201ff,Interwood Mobel Showroom,24.895005682373508,67.09177215849425,Furniture / Home Store
Gulzar-e-Hijri,24.9488275,67.0886609,59284fb8a0215b3917e3fe7d,Luckyone Mall,24.932513108246717,67.08696106874801,Shopping Mall
Gulzar-e-Hijri,24.9488275,67.0886609,5208ba7911d2396d125bbc37,Mehmood Sweets,24.936394,67.0762,Bakery
Gulzar-e-Hijri,24.9488275,67.0886609,4bd16f6ab221c9b64f83d5d0,Mazedar Foods,24.944311365839287,67.07378050370329,Pakistani Restaurant
Gulzar-e-Hijri,24.9488275,67.0886609,4ed06a07b8f7971d6aad44f0,UBL Sports Complex,24.931809511690954,67.0848777375885,Cricket Ground
Gulzar-e-Hijri,24.9488275,67.0886609,53c3f222498efcce8ee1557e,AlHarmain Hotel,24.949588921823725,67.08981727917752,Afghan Restaurant
Gulzar-e-Hijri,24.9488275,67.0886609,4e8b59507ee6dd016f730976,Power house,24.953671049330413,67.07682558870863,Bus Station
Gulzar-e-Hijri,24.9488275,67.0886609,594040759ad60e7870d9ed46,Hyperstar,24.93232,67.086681,Supermarket
Gulzar-e-Hijri,24.9488275,67.0886609,599089c36cf01a219eb18169,Broadway Pizza - Lucky One,24.932184,67.08706,Pizza Place
Gulzar-e-Hijri,24.9488275,67.0886609,50e1a253e4b0a6d1d2e151cc,Hussain Mart,24.959624151460552,67.07329988817374,Department Store
Gulistan-e-Johar,24.92183405,67.13078987171744,4ccd3aa0b571b60c2ccfd765,Karachi Golf Club,24.918932241429193,67.1184316973746,Golf Course
Gulistan-e-Johar,24.92183405,67.13078987171744,4e32e2291f6e2137f936ccf6,Continental Bakery,24.91889692551827,67.11831509362563,Bakery
Gulistan-e-Johar,24.92183405,67.13078987171744,4db9c9f61e7251d53c6d6624,Miss Hen,24.910802354287263,67.13039936821295,Pizza Place
Gulistan-e-Johar,24.92183405,67.13078987171744,4cea5bf9b5c359416fb86a8f,Karachi Power Gym,24.918902960155382,67.11834015584462,Gym
Gulistan-e-Johar,24.92183405,67.13078987171744,5395cbee498ea90b2e64ddd0,Hot n Roll,24.910368369337736,67.12326609550193,Fast Food Restaurant
Gulistan-e-Johar,24.92183405,67.13078987171744,51e2e67c498ed2d913ff2e03,Al-Arab Shawarma Expert & Fast Food,24.92627426897315,67.12567487782599,Sandwich Place
Gulistan-e-Johar,24.92183405,67.13078987171744,4f00576f8231bcb7044a7fc6,Rado Bakery,24.920629253192544,67.1305607392325,Bakery
Gulistan-e-Johar,24.92183405,67.13078987171744,4fc11542e4b014a2d68b64ce,Seven86 Medicos,24.918894992784224,67.11831090654516,Pharmacy
Gulistan-e-Johar,24.92183405,67.13078987171744,4e1c13da31517dcd2aef17b5,Bovichic,24.91085095269936,67.13040210626222,Burger Joint
Gulistan-e-Johar,24.92183405,67.13078987171744,4cf686bb2f01594103945aa2,Balochistan Sajji,24.90815464029572,67.1194768091673,BBQ Joint
Gulistan-e-Johar,24.92183405,67.13078987171744,4e023dfe1f6ef39c2945bcea,Student Biryani,24.910874036062093,67.13042932195843,Pakistani Restaurant
Gulistan-e-Johar,24.92183405,67.13078987171744,4e8496e18231ad1f14dfd119,Khalid Sweets,24.910835892234726,67.13040382482494,Dessert Shop
Gulistan-e-Johar,24.92183405,67.13078987171744,4d2af49155a8b60c617de3c0,Dine One,24.92455838680931,67.11484122674233,Diner
Gulistan-e-Johar,24.92183405,67.13078987171744,4b81362ff964a5209b9a30e3,Subway,24.921099002831113,67.14260053728174,Sandwich Place
Gulistan-e-Johar,24.92183405,67.13078987171744,5245c4b911d2dc470b52ae1b,Pizza Point,24.928490994238704,67.11320048118426,Pizza Place
Gulistan-e-Johar,24.92183405,67.13078987171744,4f09c3a5e4b0945c6c464412,The Shawarma Expert,24.922691295838565,67.11564414588484,Snack Place
Gulistan-e-Johar,24.92183405,67.13078987171744,4ec539505c5c09569ba284c4,Chaudary Mateen,24.922639258254538,67.11511352097938,Restaurant
Gulistan-e-Johar,24.92183405,67.13078987171744,596102d5f427de5e694861aa,Al Jadeed Super Market,24.935772,67.13907,Department Store
Abbas Town,25.002186899999998,67.0691556,5648aa6e498efdfaa0287534,Warsi Autos,25.00315691174063,67.0798276817032,Motorcycle Shop
Abbas Town,25.002186899999998,67.0691556,505efcb4e4b05df83e1e62db,Fruit Market,24.999861363846794,67.08078765549912,Farmers Market
Abbas Town,25.002186899999998,67.0691556,4fd7d1b3e4b0e4268409d951,Pizza Point,24.988988131806835,67.06026772137959,Pizza Place
Jamali Colony,24.9141008,67.0799482,4de501c9c65b7a3e2156e3ab,Pie in the Sky,24.912653319586827,67.0838713645935,Bakery
Jamali Colony,24.9141008,67.0799482,50f1b94be4b09fca7bc907e8,14th Street Pizza,24.910596412754273,67.0966070127272,Pizza Place
Jamali Colony,24.9141008,67.0799482,5303c33e498e931c745719d4,Bismillah Roll & BBQ,24.922209736110442,67.08487191953486,BBQ Joint
Jamali Colony,24.9141008,67.0799482,4dbbb9b04b222080d37fba32,Javed Nehari,24.928200060390814,67.07496383085403,Indian Restaurant
Jamali Colony,24.9141008,67.0799482,4e6cd366e4cd4bedebc8553d,Habitt,24.91932722881424,67.09543175087788,Furniture / Home Store
Jamali Colony,24.9141008,67.0799482,4c7cefd809b29c7450bee53c,Dunkin',24.90475584858853,67.0789003970266,Donut Shop
Jamali Colony,24.9141008,67.0799482,4ce38a88d12da09010a0f663,Dhaka Sweets,24.92347548139512,67.09245869453093,Dessert Shop
Jamali Colony,24.9141008,67.0799482,50a51ea0e4b09550e3a22a86,Ice n Spice,24.922786066153996,67.09148768408654,Fast Food Restaurant
Jamali Colony,24.9141008,67.0799482,5044e6a1e4b0235a82d9d8d9,Continental Sweets & Bakers,24.92061606334119,67.08663473914523,Bakery
Jamali Colony,24.9141008,67.0799482,4e3edd65e4cdab9b93563c69,Chase Up,24.917044561711265,67.0963035716913,Department Store
